Internal_ID,Internal_Variant_ID,Brand,FC_Title_Short,US_Title_Short,SKU,Visible,Stock_Disable_Sold_Out,Score,Priorité,Type de correction,Erreurs critiques,Erreurs majeures,Erreurs mineures,Alertes catalogue
35876740,!ID:58920247,AVANTI,"Flat Iron | Fer Plat Titane (1"") - AVCRM3C","Flat Iron | Titanium Flat Iron (1"") - AVCRM3C",AVCRM3C,Y,N,100,Conforme,,,,,
35876771,!ID:58920280,BABYLISSPRO,Nano-Titane | Séchoir Céramique - BNT5547C,Nano-Titanium | Ceramic Dryer - BNT5547C,BNT5547C,Y,N,100,Conforme,,,,,
35876772,!ID:58920281,BABYLISSPRO,Pinceau | Pinceau à Teinture Large - BES399UCC,Tint Brush | Large Tint Brush - BES399UCC,BES399UCC,Y,N,100,Conforme,,,,,
35876773,!ID:58920282,BABYLISSPRO,Pinceau à Teinture | Pinceau à Teinture Étroit - BES400UCC,Tint Brush | Narrow Tint Brush - BES400UCC,BES400UCC,Y,N,100,Conforme,,,,,
35876799,!ID:58920319,BABYLISSPRO,Cylindre Gradué - BES445UCC,Measuring Cylinder  - BES445UCC,BES445UCC,Y,N,100,Conforme,,,,,
35876859,!ID:58920512,JOICO,Vero K-Pak Color | Intensifiant / Correcteur,Vero K-Pak Color | Intensifier / Corrector,,N,Y,95,Action requise,Titre à corriger,,Marque présente dans un titre,,Produit invisible — vérifier si volontaire
35876864,!ID:58920523,JOICO,Vero K-Pak Color | Ultra Haut Éclaircissement,Vero K-Pak Color | Ultra High Lift,,N,Y,95,Action requise,Titre à corriger,,Marque présente dans un titre,,Produit invisible — vérifier si volontaire
35876904,!ID:58920674,JOICO,Vero K-Pak Color | Poudre Éclaircissante,Vero K-Pak Color | Lightening Powder,,Y,N,100,Conforme,,,,,
35876904,!ID:58920679,JOICO,Vero K-Pak Color | Poudre Éclaircissante,Vero K-Pak Color | Lightening Powder,,Y,N,100,Conforme,,,,,
35877005,!ID:58920858,DANNYCO,Brosse | Brosse avec Manche en Bois de Chêne,Brush | Oakwood Handle Brush,731C,Y,N,100,Conforme,,,,,
35877005,!ID:58920859,DANNYCO,Brosse | Brosse avec Manche en Bois de Chêne,Brush | Oakwood Handle Brush,732C,Y,N,100,Conforme,,,,,
35877005,!ID:58920860,DANNYCO,Brosse | Brosse avec Manche en Bois de Chêne,Brush | Oakwood Handle Brush,733C,Y,N,100,Conforme,,,,,
35877007,!ID:58920862,DANNYCO,Brosse | Brosse en Poils de Sanglier,Brush | Natural Boar Brush,743C,Y,N,100,Conforme,,,,,
35877007,!ID:58920863,DANNYCO,Brosse | Brosse en Poils de Sanglier,Brush | Natural Boar Brush,744C,Y,N,100,Conforme,,,,,
35877007,!ID:58920864,DANNYCO,Brosse | Brosse en Poils de Sanglier,Brush | Natural Boar Brush,745C,Y,N,100,Conforme,,,,,
35877007,!ID:58920865,DANNYCO,Brosse | Brosse en Poils de Sanglier,Brush | Natural Boar Brush,747C,Y,N,100,Conforme,,,,,
35877008,!ID:58920866,DANNYCO,Brosse | Brosse en Poils de Sanglier avec Manche d'éponge,Brush | Brush with Natural Boar - Sponge Handle,744-SC,Y,N,100,Conforme,,,,,
35877008,!ID:58920867,DANNYCO,Brosse | Brosse en Poils de Sanglier avec Manche d'éponge,Brush | Brush with Natural Boar - Sponge Handle,745-SC,Y,N,100,Conforme,,,,,
35877008,!ID:58920871,DANNYCO,Brosse | Brosse en Poils de Sanglier avec Manche d'éponge,Brush | Brush with Natural Boar - Sponge Handle,747‐SC,Y,N,100,Conforme,,,,,
35877017,!ID:58920899,BABYLISSPRO,Gants | Gants de Latex Réutilisables,Gloves | Reusable Latex Gloves,BES33704SMUCC,Y,N,100,Conforme,,,,,
35877017,!ID:58920903,BABYLISSPRO,Gants | Gants de Latex Réutilisables,Gloves | Reusable Latex Gloves,BES33704MDUCC,Y,N,100,Conforme,,,,,
35877017,!ID:58920907,BABYLISSPRO,Gants | Gants de Latex Réutilisables,Gloves | Reusable Latex Gloves,BES33704LGUCC,Y,N,100,Conforme,,,,,
35877103,!ID:58921103,DANNYCO,Shears | Ciseaux Avec Micro Serration ,Shears | Shears With Micro Serration ,DY-782C,Y,Y,100,Conforme,,,,,Produit visible avec backorder désactivé — à vérifier
35877104,!ID:58921104,DANNYCO,Shears | Ciseaux Dannyco,Shears | Dannyco Shears,DY-786C,Y,N,95,Action requise,Titre à corriger,,Marque présente dans un titre,,
35877104,!ID:58921105,DANNYCO,Shears | Ciseaux Dannyco,Shears | Dannyco Shears,DY-788C,Y,N,95,Action requise,Titre à corriger,,Marque présente dans un titre,,
35877103,!ID:58921115,DANNYCO,Shears | Ciseaux Avec Micro Serration ,Shears | Shears With Micro Serration ,DY-781C,Y,Y,100,Conforme,,,,,Produit visible avec backorder désactivé — à vérifier
35877115,!ID:58921129,DANNYCO,Permanentes | Papiers Pointes pour Permanentes - PAPER-4C,Cold Wave | End Papers for Cold Wave Rods - PAPER-4C,PAPER-4C,S,Y,100,Conforme,,,,,Visible lorsque disponible — configuration normale
35877264,!ID:58921427,BABYLISSPRO,Rouleaux Magiques | Auto-Fixants,Magic Rollers | Self-Gripping,BESMAGIC3UCC,Y,N,100,Conforme,,,,,
35877264,!ID:58921430,BABYLISSPRO,Rouleaux Magiques | Auto-Fixants,Magic Rollers | Self-Gripping,BESMAGIC4UCC,Y,N,100,Conforme,,,,,
35877264,!ID:58921431,BABYLISSPRO,Rouleaux Magiques | Auto-Fixants,Magic Rollers | Self-Gripping,BESMAGIC4AUCC,Y,N,100,Conforme,,,,,
35877264,!ID:58921433,BABYLISSPRO,Rouleaux Magiques | Auto-Fixants,Magic Rollers | Self-Gripping,BESMAGIC4BUCC,Y,N,100,Conforme,,,,,
35877264,!ID:58921434,BABYLISSPRO,Rouleaux Magiques | Auto-Fixants,Magic Rollers | Self-Gripping,BESMAGIC5AUCC,Y,N,100,Conforme,,,,,
35877267,!ID:58921437,BABYLISSPRO,"Épingles à Cheveux Gaufrés 2"" 1LB/Boîte","Crimped Bobby Pins 2"" 1LB/Box",BESCBOBREGBKUCC,N,Y,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,Produit invisible — vérifier si volontaire
35877268,!ID:58921438,BABYLISSPRO,"Épingles à Cheveux Gaufrés | 2"" 60/Carte","Crimped Bobby Pins | 2"" 60/ Card",BESCBOBBKUCC,S,Y,100,Conforme,,,,,Visible lorsque disponible — configuration normale
35877282,!ID:58921461,BERRYWELL,Teinture Crémeuse pour Sourcils 15ml,Creamy Tint Eyebrow 15ml,F-1C,S,Y,100,Conforme,,,,,Visible lorsque disponible — configuration normale
35877282,!ID:58921462,BERRYWELL,Teinture Crémeuse pour Sourcils 15ml,Creamy Tint Eyebrow 15ml,F-2C,S,Y,100,Conforme,,,,,Visible lorsque disponible — configuration normale
35877282,!ID:58921463,BERRYWELL,Teinture Crémeuse pour Sourcils 15ml,Creamy Tint Eyebrow 15ml,F-3C,S,Y,100,Conforme,,,,,Visible lorsque disponible — configuration normale
35877282,!ID:58921464,BERRYWELL,Teinture Crémeuse pour Sourcils 15ml,Creamy Tint Eyebrow 15ml,F-31C,S,Y,100,Conforme,,,,,Visible lorsque disponible — configuration normale
35877282,!ID:58921465,BERRYWELL,Teinture Crémeuse pour Sourcils 15ml,Creamy Tint Eyebrow 15ml,F-51C,S,Y,100,Conforme,,,,,Visible lorsque disponible — configuration normale
35877293,!ID:58921487,BABYLISSPRO,"Minis Épingles à Cheveux Gaufrées (1-5/8"")","Mini Crimped Bobby Pins (1-5/8"")",BESMINBOBBKUCC,Y,Y,100,Conforme,,,,,Produit visible avec backorder désactivé — à vérifier
35877293,!ID:58921492,BABYLISSPRO,"Minis Épingles à Cheveux Gaufrées (1-5/8"")","Mini Crimped Bobby Pins (1-5/8"")",BESMINBOBBRUCC,Y,Y,100,Conforme,,,,,Produit visible avec backorder désactivé — à vérifier
35877297,!ID:58921494,BABYLISSPRO,"Épingles à Cheveux | Longues et Lisses (2-3/4"")","Bobby Pins | 2-3/4"" Long and Flat",BESBPLSTRBKUCC,S,Y,100,Conforme,,,,,Visible lorsque disponible — configuration normale
35877307,!ID:58921512,SILKLINE,Bloc Polisseur | Hygiénique Très Résistant,Extremely Durable | Hygienic Block,SLB-19C,Y,N,100,Conforme,,,,,
35877307,!ID:58921513,SILKLINE,Bloc Polisseur | Hygiénique Très Résistant,Extremely Durable | Hygienic Block,SBL-18C,Y,N,100,Conforme,,,,,
35877309,!ID:58921517,SILKLINE,Lime à Ongles | Blanches Coussinées,White Cushion Nail File,DP-28-WC,Y,N,100,Conforme,,,,,
35877309,!ID:58921518,SILKLINE,Lime à Ongles | Blanches Coussinées,White Cushion Nail File,DP-29-WC,Y,N,100,Conforme,,,,,
35877310,!ID:58921522,SILKLINE,Lime Coussinées Chromocodées,Color Coded Cushion File,DP-2C,Y,N,100,Conforme,,,,,
35877310,!ID:58921525,SILKLINE,Lime Coussinées Chromocodées,Color Coded Cushion File,DP-3C,Y,N,100,Conforme,,,,,
35877310,!ID:58921527,SILKLINE,Lime Coussinées Chromocodées,Color Coded Cushion File,DP-4C,Y,N,100,Conforme,,,,,
35877310,!ID:58921530,SILKLINE,Lime Coussinées Chromocodées,Color Coded Cushion File,DP-5C,Y,N,100,Conforme,,,,,
35877378,!ID:58921669,KÉRASTASE,Densifique | Fondant Densité 200 ml (6.8 fl. oz),Densifique | Fondant Densité 200 ml (6.8 fl. oz),,Y,N,100,Conforme,,,,,
35877469,!ID:58921836,René FURTERER Paris,Okara Blond | Shampooing Éclat,Okara Blond | Radiance Shampoo,,S,Y,100,Conforme,,,,,Visible lorsque disponible — configuration normale
35877469,!ID:58921839,René FURTERER Paris,Okara Blond | Shampooing Éclat,Okara Blond | Radiance Shampoo,,S,Y,100,Conforme,,,,,Visible lorsque disponible — configuration normale
35877471,!ID:58921841,René FURTERER Paris,Okara Blond | Baume Démêlant Éclat,Okara Blond | Brightening Conditioner,,Y,Y,100,Conforme,,,,,Produit visible avec backorder désactivé — à vérifier
35877471,!ID:58921846,René FURTERER Paris,Okara Blond | Baume Démêlant Éclat,Okara Blond | Brightening Conditioner,,Y,N,100,Conforme,,,,,
35877475,!ID:58921847,René FURTERER Paris,Okara Blond | Spray Éclaircissant,Okara Blond | Lightening Spray,,Y,N,100,Conforme,,,,,
35877476,!ID:58921848,René FURTERER Paris,Okara Silver | Shampooing Déjaunissant,Okara Silver | Anti-Yellow Shampoo,,S,Y,100,Conforme,,,,,Visible lorsque disponible — configuration normale
35877476,!ID:58921855,René FURTERER Paris,Okara Silver | Shampooing Déjaunissant,Okara Silver | Anti-Yellow Shampoo,,S,Y,100,Conforme,,,,,Visible lorsque disponible — configuration normale
35877503,!ID:58921898,René FURTERER Paris,Triphasic | Baume Démêlant Texturisant,Triphasic | Texturizing Detangling Conditioner,,Y,N,95,Action requise,Catégorie à corriger,,Catégorie principale manquante,,
35877503,!ID:58921899,René FURTERER Paris,Triphasic | Baume Démêlant Texturisant,Triphasic | Texturizing Detangling Conditioner,,Y,Y,95,Action requise,Catégorie à corriger,,Catégorie principale manquante,,Produit visible avec backorder désactivé — à vérifier
35877511,!ID:58921912,René FURTERER Paris,Volumea | Shampooing Expanseur,Volumea | Volumizing Shampoo,,Y,Y,100,Conforme,,,,,Produit visible avec backorder désactivé — à vérifier
35877511,!ID:58921913,René FURTERER Paris,Volumea | Shampooing Expanseur,Volumea | Volumizing Shampoo,,Y,N,100,Conforme,,,,,
35877512,!ID:58921914,René FURTERER Paris,Volumea | Baume Démêlant Expanseur,Volumea | Volumizing Detangling Conditioner,,Y,N,100,Conforme,,,,,
35877541,!ID:58921948,ISINIS,Brosses à Poils de Nylon,Nylon Bristles Brushes,240ALTSMC,N,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,Produit invisible — vérifier si volontaire
35877544,!ID:58921953,ISINIS,Brosse | Brosse à Poils de Sanglier,Brush | 100% Boar Bristles Brushes,240SANALTSMNC,Y,N,97,À surveiller,Image à renommer,,,Image possiblement mal nommée,
35877613,!ID:58922071,BABYLISSPRO,Compact Ionic | Séchoir Nano-Titane - BNT5550C,Compact Ionic | Nano-Titanium Babyliss Hairdryer - BNT5550C,BNT5550C,Y,N,100,Conforme,,,,,
35877617,!ID:58922075,BABYLISSPRO,Ceramix Xtreme | Séchoir en Céramique - BAB5572NC,Ceramix Xtreme | Ceramic Hairdryer - BAB5572NC,BAB5572NC,Y,N,100,Conforme,,,,,
35877618,!ID:58922077,BABYLISSPRO,Tourmaline | Séchoir Babyliss (BTM5559C),Tourmaline | Babyliss Hairdryer (BTM5559C),BTM5559C,Y,N,100,Conforme,,,,,
35877644,!ID:58922112,AVANTI,AVANTI - FREE PLAY Séchoir | AFRAIRC,Avanti Ceramic Hairdryer Freeplay - AFRAIRC,AFRAIRC,Y,N,75,Action requise,HTML à corriger | Titre à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant | Marque présente dans un titre,,
35877646,!ID:58922114,BABYLISSPRO,Babyliss Micro-Séchoir de Voyage,Micro Travel Babyliss Hairdryer ,BABNT5510NC,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877648,!ID:58922120,DANNYCO,Bouteille Applicateur,Applicator Bottle  ,BES80848UCC,Y,N,70,Critique,Contenu à créer,FC description longue manquante | US description longue manquante,,,
35877649,!ID:58922121,BABYLISSPRO,Vaporisateur en Brume Fine Continue,Black Bottle with Adjustable Nozzle ,BESFLAIRUCC,S,Y,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,Visible lorsque disponible — configuration normale
35877661,!ID:58922135,SILKLINE,Lime pour les Pieds Sèche ou Mouillé,Wet/Dry Foot File,8000NC,Y,N,75,Action requise,HTML à corriger | Titre à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant | Marque présente dans un titre,,
35877697,!ID:58922180,AVANTI,Fer Plat Tourmaline | Céramique de 1'',Tourmaline | Ceramic Flat Iron 1'',AFRSTYLE171C,Y,N,75,Action requise,HTML à corriger | Titre à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant | Marque présente dans un titre,,
35877703,!ID:58922189,AVANTI,Fer Friser Tourmaline | Céramique 1'',Ceramic |Tourmaline Curling Iron 1'',AFR100SC,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877706,!ID:58922193,AVANTI,Brosse en Céramique avec Manche en Gel de Silicone,SIlicone Gel Brushe,GEL-RECTC,Y,N,75,Action requise,HTML à corriger | Titre à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant | Marque présente dans un titre,,
35877730,!ID:58922221,BABYLISSPRO,Bol à Teinture,Tint Bowl  ,BES888UCC,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877732,!ID:58922223,BABYLISSPRO,Trousse de Coloration,Coloring Kit ,BESTINTSETUCC,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877743,!ID:58922234,DANNYCO,Chaussons Eco Responsables 12 Paires - SLCOMFYBKC,,,N,Y,6,Critique,Contenu à créer | Image à ajouter | SEO à corriger,Image manquante | FC description courte manquante | US description courte manquante | FC description longue manquante | US description longue manquante,FC meta title manquant | FC meta description manquante | US meta title manquant | US meta description manquante | US URL manquante,FR meta title manquant | FR meta description manquante | FR URL manquante,Produit invisible — vérifier si volontaire
35877775,!ID:58922282,AVANTI,Diffuseur Avanti Repliable en Silicone,Silicone Folding Avanti Diffuser ,69SILC,Y,N,75,Action requise,HTML à corriger | Titre à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant | Marque présente dans un titre,,
35877782,!ID:58922289,BABYLISSPRO,Diffuseur Universel | Tourmaline,Universel Diffuser | Tourmaline ,BABDF08C,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877783,!ID:58922290,BABYLISSPRO,Diffuseur Babyliss Universel 3 dans 1,3 in 1 Babyliss Universal Diffuser ,BABD05C,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877789,!ID:58922296,BABYLISSPRO,Fer Plat Nano Titane | Céramique 1-1/2'',Nano Titanium | Ceramic Flat Iron 1-1/2'',BNTC3556C - BNTC4082C,S,Y,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,Visible lorsque disponible — configuration normale
35877790,!ID:58922297,BABYLISSPRO,Fer Plat Nano Titane | Céramique 1'',Nano-Titanium | Ceramic Flat Iron 1'' ,BNT3072C,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877792,!ID:58922299,BABYLISSPRO,Fer Plat  Nano-Titane | Céramique 1'',Nano-Titanium | Ceramic Flat Iron  1'' ,BNT3070C,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877794,!ID:58922301,BABYLISSPRO,Fer Plat  Nano Titane | Céramique 1'' - BNT4095C,Nano Titanium | Ceramic Flat Iron 1'' - BNT4095C,BNT2095C,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877795,!ID:58922302,BABYLISSPRO,Fer Plat  Nano Titane | Céramique 1-1/2'',Nano-Titanium | Ceramic Flat Iron 1-1/2'' ,BNT3073C,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877819,!ID:58922326,DANNYCO,Brosse pour Crêper,Teasing Brush ,774816019326,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877822,!ID:58922329,DANNYCO,Brosse à Coussinet,Wide Rectangular Cushion Brush ,1414C,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877827,!ID:58922334,DANNYCO,Grande Brosse à Poils de Sanglier,Large Rectangular Cushion Brush with Boar Bristles ,1414SANC,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877829,!ID:58922336,DANNYCO,Grande Brosse Poils de Nylon décalés,Large Cushion Brush with Nylon Bristles  ,141-LGC,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877890,!ID:58922447,AVANTI,Fer Plat Titane 1'',Titanium Flat Iron 1'' ,AFRSTYLE1C,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877902,!ID:58922460,BABYLISSPRO,Fer à Friser Nano Titane | Céramique 3/4'',Nano Titanium | Ceramic Curling Iron 3/4'' ,BNT75SC,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877903,!ID:58922461,BABYLISSPRO,Fer à Friser Nano Titane | Céramique 1'',Nano Titanium | Ceramic Curling Iron 1''  ,BNT100SC,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877904,!ID:58922462,BABYLISSPRO,Fer à Friser Nano Titane | Céramique 1-1/4'',Nano Titanium | Ceramic Curling Iron 1-1/4'',BNT125SC,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877905,!ID:58922463,BABYLISSPRO,Fer à Friser Nano Titane | Céramique 1-1/2'',Nano Titanium | Ceramic Curling Iron  1-1/2''  ,BNT150SC,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877908,!ID:58922467,BABYLISSPRO,Fer à Friser  Avec/Sans Pince | Nano Titane 1-1/4'',Nano Titanium Clip/Clipless Curling Iron 1-1/4'' ,BABNT5125CSC,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877909,!ID:58922468,BABYLISSPRO,Fer à Friser Sans Pince | Nano Titane | Céramique 1-1/4'',Nano Titanium | Ceramic | Clam Free Curling Iron 1-1/4''  ,BABNT5125TBC,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877910,!ID:58922469,BABYLISSPRO,Fer à Friser Sans Pince | Nano Titane 1'',Nano Titanium | Curling Wands Iron 1'' ,BNTW100UC,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35877936,!ID:58922504,SILKLINE,Polissoir à Trois Côtés,Three Sided Buffer ,DB-12C,S,Y,75,Action requise,HTML à corriger | Titre à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant | Marque présente dans un titre,,Visible lorsque disponible — configuration normale
35877937,!ID:58922507,SILKLINE,Polissoir à Quatre Côtés,Four Sided Buffer ,DB-13C,S,Y,75,Action requise,HTML à corriger | Titre à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant | Marque présente dans un titre,,Visible lorsque disponible — configuration normale
35877938,!ID:58922509,SILKLINE,Polissoir Extra Coussiné à Trois Côtés,Three Sided Extra Cushioned Buffer ,DB-14XLC,S,Y,75,Action requise,HTML à corriger | Titre à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant | Marque présente dans un titre,,Visible lorsque disponible — configuration normale
35877940,!ID:58922512,SILKLINE,Bloc Polisseur à Trois Côtés,Three Sided Buffing Block ,DBL-16C,S,Y,75,Action requise,HTML à corriger | Titre à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant | Marque présente dans un titre,,Visible lorsque disponible — configuration normale
35877942,!ID:58922515,SILKLINE,Lime Banane Zébrée,Zebra Boomerang File ,DP-8C,Y,N,75,Action requise,HTML à corriger | Titre à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant | Marque présente dans un titre,,
35877943,!ID:58922516,SILKLINE,Lime Zébrée,Zebra File ,DP-9C,S,Y,75,Action requise,HTML à corriger | Titre à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant | Marque présente dans un titre,,Visible lorsque disponible — configuration normale
35877946,!ID:58922519,SILKLINE,Lime Grenat à Centre en Bois,Granet File with Wood Core,DW-11C,S,Y,75,Action requise,HTML à corriger | Titre à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant | Marque présente dans un titre,,Visible lorsque disponible — configuration normale
35877947,!ID:58922520,SILKLINE,Mini Lime,Mini Shorty File ,DP-6-SC,Y,N,75,Action requise,HTML à corriger | Titre à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant | Marque présente dans un titre,,
35877985,!ID:58922569,BABYLISSPRO,Fer à Friser Sans Pince | Nano Titane 1-1/4'',Nano Titanium Curling Wand 1-1/4'' ,BNTW125UC,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35878002,!ID:58922591,BABYLISSPRO,Fer à Onduler en Céramique 7/8'',Ceramic Waver 7/8'' ,BAB331SNC,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35878003,!ID:58922594,BABYLISSPRO,Appareil Coiffant à air chaud en Céramique 3/4'',Ceramic Hot air styler 3/4'' ,BAB21075NC,Y,N,77,Action requise,HTML à corriger | Image à renommer,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,Image possiblement mal nommée,
35878005,!ID:58922596,BABYLISSPRO,Appareil Coiffant à air chaud en Céramique 1'',Ceramic Hot Air Styler 1'' ,BAB21001NC,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35878007,!ID:58922599,BABYLISSPRO,Appareil Coiffant à air chaud en Céramique 1-1/4'',Ceramic Hot Air Styler 1-1/4''  ,BAB21000C,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
35878008,!ID:58922600,BABYLISSPRO,Support pour Fer Universel,Universal Iron Stand  ,BSTND2,Y,N,80,Action requise,HTML à corriger,,FC H2 DESCRIPTION manquant | FC H2 UTILISATION manquant | US H2 DESCRIPTION manquant | US H2 HOW TO USE / USE manquant,,
